Vertice, In, Out
(222731,3,2)
(222732,4,4)
(222733,3,8)
(222734,4,4)
(222735,8,1)
(222736,0,71)
(222737,113,4)
(222738,2,2)
(222739,3,2)
(222740,6,2)
(222741,0,6)
(222742,5,1)
(222743,4,14)
(222744,2,2)
(222745,3,7)
(222746,1,3)
(222747,0,8)
(222748,0,1)
(222749,2,3)
(222750,2,3)
(222751,4,9)
(222752,2,1)
(222753,15,36)
(222754,4,3)
(222755,4,3)
(222756,2,5)
(222757,1,16)
(222758,0,8)
(222759,1,2)
(222760,1,1)
(222761,3,2)
(222762,1,6)
(222763,1,2)
(222764,6,15)
(222765,5,26)
(222766,5,6)
(222767,1,2)
(222768,7,3)
(222769,0,1)
(222770,4,4)
(222771,1,1)
(222772,5,8)
(222773,1,3)
(222774,2,2)
(222775,4,7)
(222776,2,1)
(222777,1,5)
(222778,1,10)
(222779,1,19)
(222780,4,31)
(222781,6,2)
(222782,1,61)
(222783,2,3)
(222784,2,3)
(222785,2,5)
(222786,2,3)
(222787,1,5)
(222788,2,4)
(222789,1,10)
(222790,2,5)
(222791,1,2)
(222792,4,3)
(222793,2,3)
(222794,10,27)
(222795,2,5)
(222796,2,3)
(222797,2,14)
(222798,0,8)
(222799,2,6)
(222800,11,20)
(222801,1,10)
(222802,3,4)
(222803,7,4)
(222804,3,2)
(222805,16,7)
(222806,2,5)
(222807,1,6)
(222808,3,4)
(222809,0,8)
(222810,2,1)
(222811,2,5)
(222812,3,7)
(222813,1,1)
(222814,1,30)
(222815,2,5)
(222816,2,2)
(222817,2,2)
(222818,3,5)
(222819,9,6)
(222820,14,10)
(222821,3,11)
(222822,2,1)
(222823,2,4)
(222824,16,12)
(222825,3,3)
(222826,3,3)
(222827,0,7)
(222828,5,1)
(222829,1,10)
(222830,2,14)
(222831,0,14)
(222832,6,9)
(222833,3,6)
(222834,0,8)
(222835,2,2)
(222836,3,3)
(222837,2,8)
(222838,2,5)
(222839,2,3)
(222840,1,34)
(222841,1,3)
(222842,2,1)
(222843,1,2)
(222844,2,4)
(222845,14,36)
(222846,2,2)
(222847,0,1)
(222848,0,35)
(222849,5,6)
(222850,2,2)
(222851,3,4)
(222852,2,2)
(222853,3,5)
(222854,11,6)
(222855,1,25)
(222856,1,5)
(222857,1,2)
(222858,17,12)
(222859,3,4)
(222860,7,1)
(222861,2,2)
(222862,14,5)
(222863,3,32)
(222864,2,1)
(222865,3,5)
(222866,3,5)
(222867,4,6)
(222868,4,3)
(222869,2,2)
(222870,4,6)
(222871,60,20)
(222872,0,7)
(222873,140,17)
(222874,26,5)
(222875,1,1)
(222876,2,2)
(222877,4,5)
(222878,2,8)
(222879,0,6)
(222880,2,5)
(222881,3,5)
(222882,2,1)
(222883,23,20)
(222884,7,19)
(222885,2,2)
(222886,1,2)
(222887,1,4)
(222888,3,4)
(222889,1,19)
(222890,0,2)
(222891,3,3)
(222892,5,6)
(222893,3,5)
(222894,2,6)
(222895,0,1)
(222896,7,19)
(222897,11,2)
(222898,4,5)
(222899,3,1)
(222900,3,35)
(222901,3,2)
(222902,3,3)
(222903,1,6)
(222904,4,6)
(222905,2,4)
(222906,8,24)
(222907,12,10)
(222908,1,10)
(222909,3,2)
(222910,18,10)
(222911,1,1)
(222912,2,5)
(222913,1,1)
(222914,12,21)
(222915,3,4)
(222916,0,1)
(222917,4,3)
(222918,2,4)
(222919,2,2)
(222920,2,2)
(222921,3,4)
(222922,1,2)
(222923,22,23)
(222924,2,4)
(222925,8,20)
(222926,1,18)
(222927,2,5)
(222928,2,2)
(222929,4,4)
(222930,3,10)
(222931,1,1)
(222932,4,1)
(222933,2,5)
(222934,3,2)
(222935,3,4)
(222936,1,1)
(222937,3,4)
(222938,6,10)
(222939,2,3)
(222940,24,10)
(222941,3,6)
(222942,1,2)
(222943,22,4)
(222944,2,5)
(222945,2,2)
(222946,1,43)
(222947,5,16)
(222948,1,3)
(222949,3,3)
(222950,2,16)
(222951,2,5)
(222952,5,6)
(222953,1,59)
(222954,6,4)
(222955,2,3)
(222956,1,7)
(222957,2,1)
(222958,0,2)
(222959,3,3)
(222960,5,12)
(222961,1,1)
(222962,2,7)
(222963,2,3)
(222964,1,1)
(222965,67,6)
(222966,4,4)
(222967,1,19)
(222968,2,1)
(222969,1,5)
(222970,1,1)
(222971,3,5)
(222972,1,9)
(222973,5,5)
(222974,1,10)
(222975,6,1)
(222976,1,4)
(222977,6,9)
(222978,1,3)
(222979,2,5)
(222980,1,3)
(222981,4,10)
(222982,3,1)
(222983,2,5)
(222984,2,2)
(222985,8,30)
(222986,2,5)
(222987,2,2)
(222988,2,3)
(222989,0,1)
(222990,3,2)
(222991,8,19)
(222992,2,6)
(222993,3,4)
(222994,0,16)
(222995,13,10)
(222996,0,6)
(222997,1,5)
(222998,3,6)
(222999,3,6)
(223000,48,1)
(223001,5,8)
(223002,1,36)
(223003,2,3)
(223004,1,19)
(223005,436,8)
(223006,3,2)
(223007,4,4)
(223008,2,35)
(223009,3,10)
(223010,1,7)
(223011,2,6)
(223012,2,5)
(223013,1,1)
(223014,3,3)
(223015,3,16)
(223016,22,19)
(223017,5,6)
(223018,15,8)
(223019,4,2)
(223020,1,10)
(223021,6,4)
(223022,4,4)
(223023,3,13)
(223024,7,10)
(223025,1,10)
(223026,4,4)
(223027,15,10)
(223028,2,10)
(223029,2,2)
(223030,1,5)
(223031,1,7)
(223032,20,17)
(223033,1,11)
(223034,3,5)
(223035,2,4)
(223036,4,5)
(223037,4,3)
(223038,0,1)
(223039,4,6)
(223040,3,4)
(223041,0,5)
(223042,6,2)
(223043,4,7)
(223044,2,2)
(223045,0,2)
(223046,11,4)
(223047,2,5)
(223048,11,6)
(223049,2,8)
(223050,5,5)
(223051,1,1)
(223052,1,20)
(223053,5,2)
(223054,0,3)
(223055,1,5)
(223056,2,3)
(223057,7,3)
(223058,6,2)
(223059,1,5)
(223060,0,1)
(223061,2,4)
(223062,5,7)
(223063,16,5)
(223064,3,3)
(223065,2,2)
(223066,1,1)
(223067,2,2)
(223068,2,4)
(223069,2,3)
(223070,2,2)
(223071,1,19)
(223072,6,14)
(223073,4,18)
(223074,1,10)
(223075,9,17)
(223076,0,1)
(223077,3,6)
(223078,0,5)
(223079,2,2)
(223080,2,6)
(223081,3,4)
(223082,1,3)
(223083,16,7)
(223084,2,2)
(223085,3,5)
(223086,1,19)
(223087,2,3)
(223088,4,6)
(223089,1,9)
(223090,0,2)
(223091,1,10)
(223092,88,32)
(223093,2,5)
(223094,15,10)
(223095,1,1)
(223096,2,10)
(223097,3,6)
(223098,7,6)
(223099,0,1)
(223100,0,3)
(223101,16,17)
(223102,0,17)
(223103,9,2)
(223104,0,7)
(223105,4,10)
(223106,2,2)
(223107,3,6)
(223108,6,8)
(223109,0,2)
(223110,1,5)
(223111,7,35)
(223112,3,5)
(223113,2,6)
(223114,1,5)
(223115,1,1)
(223116,6,2)
(223117,2,4)
(223118,3,4)
(223119,1,4)
(223120,0,9)
(223121,3,5)
(223122,0,1)
(223123,2,2)
(223124,1,1)
(223125,0,90)
(223126,4,10)
(223127,2,3)
(223128,12,11)
(223129,0,2)
(223130,2,5)
(223131,4,3)
(223132,1,1)
(223133,1,10)
(223134,3,6)
(223135,15,36)
(223136,11,37)
(223137,3,1)
(223138,1,7)
(223139,1,10)
(223140,3,4)
(223141,2,1)
(223142,2,5)
(223143,1,5)
(223144,1,6)
(223145,1,1)
(223146,3,5)
(223147,0,2)
(223148,2,5)
(223149,3,5)
(223150,3,9)
(223151,19,33)
(223152,2,10)
(223153,1,1)
(223154,15,36)
(223155,2,8)
(223156,0,1)
(223157,12,4)
(223158,1,10)
(223159,2,19)
(223160,0,1)
(223161,1,1)
(223162,2,3)
(223163,2,2)
(223164,3,6)
(223165,2,5)
(223166,3,3)
(223167,15,35)
(223168,2,3)
(223169,2,2)
(223170,2,10)
(223171,1,55)
(223172,17,18)
(223173,0,1)
(223174,3,2)
(223175,1,4)
(223176,2,17)
(223177,4,10)
(223178,2,4)
(223179,1,3)
(223180,22,19)
(223181,4,4)
(223182,5,6)
(223183,2,5)
(223184,4,4)
(223185,6,5)
(223186,1,1)
(223187,3,2)
(223188,22,24)
(223189,7,7)
(223190,0,112)
(223191,4,5)
(223192,2,5)
(223193,9,4)
(223194,2,3)
(223195,3,3)
(223196,1,1)
(223197,1,19)
(223198,1,3)
(223199,12,32)
(223200,0,6)
(223201,0,16)
(223202,3,9)
(223203,4,2)
(223204,3,3)
(223205,4,2)
(223206,1,5)
(223207,0,8)
(223208,0,2)
(223209,2,3)
(223210,2,2)
(223211,6,8)
(223212,2,2)
(223213,3,7)
(223214,1,19)
(223215,5,2)
(223216,12,28)
(223217,7,28)
(223218,2,36)
(223219,1,36)
(223220,1,51)
(223221,12,32)
(223222,1215,41)
(223223,0,1)
(223224,3,4)
(223225,2,3)
(223226,11,1)
(223227,13,48)
(223228,4,3)
(223229,1,2)
(223230,0,6)
(223231,5,4)
(223232,2,5)
(223233,1,10)
(223234,1,6)
(223235,12,10)
(223236,3,17)
(223237,6,6)
(223238,1,1)
(223239,0,3)
(223240,0,1)
(223241,1,1)
(223242,0,16)
(223243,3,3)
(223244,2,6)
(223245,1,5)
(223246,3,6)
(223247,0,1)
(223248,2,6)
(223249,9,2)
(223250,2,5)
(223251,0,2)
(223252,1,1)
(223253,12,19)
(223254,7,2)
(223255,3,5)
(223256,5,15)
(223257,2,5)
(223258,4,4)
(223259,2,2)
(223260,1,1)
(223261,14,31)
(223262,7,8)
(223263,0,35)
(223264,5,8)
(223265,4,4)
(223266,2,2)
(223267,3,7)
(223268,0,6)
(223269,3,5)
(223270,2,6)
(223271,1,1)
(223272,15,35)
(223273,1,5)
(223274,15,10)
(223275,0,16)
(223276,3,3)
(223277,4,5)
(223278,1,2)
(223279,3,4)
(223280,2,5)
(223281,1,4)
(223282,2,2)
(223283,3,6)
(223284,1,2)
(223285,26,1)
(223286,3,4)
(223287,0,6)
(223288,14,31)
(223289,1,10)
(223290,2,2)
(223291,3,6)
(223292,3,4)
(223293,1,8)
(223294,15,10)
(223295,3,2)
(223296,0,16)
(223297,1,5)
(223298,6,2)
(223299,43,7)
(223300,2,2)
(223301,1,2)
(223302,4,10)
(223303,2,13)
(223304,11,10)
(223305,59,20)
(223306,1,2)
(223307,1,1)
(223308,3,16)
(223309,5,3)
(223310,2,10)
(223311,6,22)
(223312,1,4)
(223313,1,1)
(223314,1,6)
(223315,6,7)
(223316,1,11)
(223317,1,1)
(223318,2,5)
(223319,3,1)
(223320,1,16)
(223321,1,18)
(223322,1,12)
(223323,1,50)
(223324,6,4)
(223325,5,3)
(223326,6,2)
(223327,0,7)
(223328,1,6)
(223329,2,3)
(223330,2,2)
(223331,4,6)
(223332,5,6)
(223333,2,1)
(223334,1,2)
(223335,0,13)
(223336,1,9)
(223337,2,1)
(223338,0,1)
(223339,2,31)
(223340,0,6)
(223341,2,6)
(223342,14,15)
(223343,4,7)
(223344,6,5)
(223345,4,5)
(223346,0,1)
(223347,3,6)
(223348,3,5)
(223349,2,3)
(223350,1,20)
(223351,3,5)
(223352,1,13)
(223353,5,2)
(223354,3,4)
(223355,2,18)
(223356,3,2)
(223357,3,6)
(223358,2,6)
(223359,1,5)
(223360,4,6)
(223361,0,20)
(223362,2,3)
(223363,2,10)
(223364,1,1)
(223365,3,4)
(223366,2,2)
(223367,2,6)
(223368,6,2)
(223369,1,8)
(223370,0,16)
(223371,1,2)
(223372,1,5)
(223373,13,22)
(223374,3,4)
(223375,0,8)
(223376,2,3)
(223377,6,2)
(223378,15,36)
(223379,5,7)
(223380,2,2)
(223381,5,6)
(223382,5,6)
(223383,1,4)
(223384,4,6)
(223385,4,3)
(223386,1,5)
(223387,2,3)
(223388,1,2)
(223389,2,17)
(223390,2,30)
(223391,0,20)
(223392,1,29)
(223393,8,24)
(223394,1,4)
(223395,2,3)
(223396,1,1)
(223397,2,2)
(223398,7,8)
(223399,345,53)
(223400,1,2)
(223401,4,4)
(223402,1,2)
(223403,23,20)
(223404,4,13)
(223405,6,8)
(223406,1,5)
(223407,1,1)
(223408,2,10)
(223409,1,5)
(223410,3,4)
(223411,7,3)
(223412,4,7)
(223413,7,7)
(223414,0,16)
(223415,4,4)
(223416,2,2)
(223417,3,2)
(223418,1,5)
(223419,6,22)
(223420,64,2)
(223421,1,1)
(223422,17,17)
(223423,1,1)
(223424,2,2)
(223425,3,4)
(223426,5,6)
(223427,2,3)
(223428,3,6)
(223429,6,5)
(223430,2,9)
(223431,5,5)
(223432,4,2)
(223433,5,5)
(223434,1,3)
(223435,0,1)
(223436,5,4)
(223437,1,1)
(223438,2,4)
(223439,2,3)
(223440,2,1)
(223441,3,3)
(223442,2,5)
(223443,1,1)
(223444,2,3)
(223445,4,3)
(223446,2,2)
(223447,10,2)
(223448,2,5)
(223449,1,71)
(223450,3,5)
(223451,3,4)
(223452,1,8)
(223453,9,22)
(223454,4,4)
(223455,1,3)
(223456,8,13)
(223457,2,3)
(223458,18,27)
(223459,2,5)
(223460,4,8)
(223461,15,36)
(223462,1,5)
(223463,9,5)
(223464,3,1)
(223465,3,1)
(223466,2,5)
(223467,1,10)
(223468,2,5)
(223469,3,18)
(223470,4,6)
(223471,1,5)
(223472,42,15)
(223473,0,6)
(223474,2,6)
(223475,2,1)
(223476,1,10)
(223477,3,6)
(223478,8,10)
(223479,3,5)
(223480,6,7)
(223481,2,4)
(223482,1,27)
(223483,2,9)
(223484,1,4)
(223485,2,5)
(223486,1,85)
(223487,4,20)
(223488,24,27)
(223489,7,2)
(223490,2,2)
(223491,5,21)
(223492,1,10)
(223493,2,2)
(223494,2,3)
(223495,3,4)
(223496,4,5)
(223497,10,25)
(223498,3,2)
(223499,3,4)
(223500,3,6)
(223501,8,21)
(223502,1,5)
(223503,1,1)
(223504,4,8)
(223505,5,21)
(223506,3,1)
(223507,1,6)
(223508,1,4)
(223509,2,3)
(223510,3,17)
(223511,3,5)
(223512,0,8)
(223513,2,2)
(223514,1,1)
(223515,1,1)
(223516,2,5)
(223517,7,8)
(223518,1,3)
(223519,1,2)
(223520,2,2)
(223521,6,8)
(223522,3,4)
(223523,23,20)
(223524,2,4)
(223525,2,3)
(223526,1,3)
(223527,3,2)
(223528,9,16)
(223529,2,1)
(223530,5,2)
(223531,3,6)
(223532,4,4)
(223533,1,10)
(223534,1,55)
(223535,1,1)
(223536,0,1)
(223537,2,3)
(223538,1,2)
(223539,5,3)
(223540,1,6)
(223541,4,6)
(223542,2,2)
(223543,53,2)
(223544,6,2)
(223545,1,1)
(223546,15,10)
(223547,2,4)
(223548,3,4)
(223549,1,4)
(223550,17,21)
(223551,2,5)
(223552,0,7)
(223553,1,3)
(223554,26,27)
(223555,8,8)
(223556,2,6)
(223557,4,7)
(223558,2,3)
(223559,3,7)
(223560,1,14)
(223561,4,8)
(223562,2,10)
(223563,1,1)
(223564,2,3)
(223565,8,30)
(223566,5,5)
(223567,1,10)
(223568,1,1)
(223569,1,1)
(223570,4,3)
(223571,3,5)
(223572,2,2)
(223573,6,21)
(223574,4,1)
(223575,6,2)
(223576,41,41)
(223577,2,5)
(223578,1,19)
(223579,4,4)
(223580,4,3)
(223581,2,5)
(223582,15,10)
(223583,1,3)
(223584,50,17)
(223585,2,3)
(223586,2,5)
(223587,3,4)
(223588,1,3)
(223589,1,5)
(223590,3,3)
(223591,6,2)
(223592,6,4)
(223593,2,10)
(223594,1,5)
(223595,3,5)
(223596,5,8)
(223597,2,1)
(223598,4,5)
(223599,2,3)
(223600,3,3)
(223601,5,9)
(223602,4,6)
(223603,1,5)
(223604,1,6)
(223605,2,5)
(223606,4,3)
(223607,5,9)
(223608,1,10)
(223609,1,4)
(223610,7,3)
(223611,2,5)
(223612,2,1)
(223613,6,2)
(223614,0,1)
(223615,1,1)
(223616,8,23)
(223617,1,10)
(223618,2,6)
(223619,3,4)
(223620,9,5)
(223621,4,4)
(223622,4,5)
(223623,1,5)
(223624,1,3)
(223625,13,14)
(223626,6,2)
(223627,3,3)
(223628,1,8)
(223629,1,2)
(223630,0,1)
(223631,15,35)
(223632,3,8)
(223633,11,17)
(223634,3,13)
(223635,12,14)
(223636,7,13)
(223637,3,3)
(223638,3,3)
(223639,7,8)
(223640,1,4)
(223641,1,6)
(223642,2,35)
(223643,5,2)
(223644,13,16)
(223645,5,6)
(223646,3,3)
(223647,2,6)
(223648,1,8)
(223649,1,42)
(223650,3,4)
(223651,2,3)
(223652,2,1)
(223653,2,2)
(223654,11,29)
(223655,2,48)
(223656,26,40)
(223657,3,5)
(223658,34,26)
(223659,1,10)
(223660,2,10)
(223661,2,4)
(223662,1,1)
(223663,3,4)
(223664,2,3)
(223665,0,2)
(223666,4,4)
(223667,4,15)
(223668,2,2)
(223669,4,5)
(223670,4,6)
(223671,3,5)
(223672,1,1)
(223673,4,3)
(223674,3,4)
(223675,3,7)
(223676,0,2)
(223677,4,6)
(223678,1,13)
(223679,11,27)
(223680,24,10)
(223681,1,49)
(223682,0,16)
(223683,2,4)
(223684,3,60)
(223685,0,16)
(223686,108,99)
(223687,32,7)
(223688,4,1)
(223689,5,17)
(223690,2,3)
(223691,1,4)
(223692,2,5)
(223693,1,15)
(223694,2,1)
(223695,2,9)
(223696,1,10)
(223697,7,4)
(223698,7,11)
(223699,4,2)
(223700,8,19)
(223701,3,5)
(223702,5,5)
(223703,2,5)
(223704,3,2)
(223705,4,2)
(223706,2,6)
(223707,5,7)
(223708,5,6)
(223709,11,20)
(223710,1,6)
(223711,5,7)
(223712,7,2)
(223713,4,3)
(223714,2,6)
(223715,3,5)
(223716,3,5)
(223717,2,6)
(223718,3,3)
(223719,4,5)
(223720,1,31)
(223721,1,10)
(223722,2,2)
(223723,1,2)
(223724,10,6)
(223725,2,1)
(223726,3,6)
(223727,1,1)
(223728,15,10)
(223729,4,3)
(223730,14,10)
(223731,3,5)
(223732,95,4)
(223733,10,5)
(223734,2,14)
(223735,3,4)
(223736,6,2)
(223737,20,34)
(223738,3,2)
(223739,0,1)
(223740,1,2)
(223741,2,3)
(223742,2,1)
(223743,0,1)
(223744,0,2)
(223745,3,6)
(223746,2,3)
(223747,1,4)
(223748,5,4)
(223749,2,3)
(223750,15,10)
(223751,13,15)
(223752,2,2)
(223753,0,2)
(223754,0,16)
(223755,5,4)
(223756,1,1)
(223757,1,3)
(223758,0,2)
(223759,9,6)
(223760,2,5)
(223761,0,1)
(223762,10,2)
(223763,2,6)
(223764,4,5)
(223765,6,10)
(223766,6,20)
(223767,3,4)
(223768,2,3)
(223769,1,1)
(223770,2,10)
(223771,3,6)
(223772,3,7)
(223773,5,8)
(223774,0,7)
(223775,3,4)
(223776,2,1)
(223777,5,2)
(223778,4,6)
(223779,2,4)
(223780,4,6)
(223781,21,8)
(223782,27,18)
(223783,11,12)
(223784,2,2)
(223785,1,3)
(223786,1,3)
(223787,2,10)
(223788,2,16)
(223789,3,3)
(223790,3,5)
(223791,1,8)
(223792,12,34)
(223793,3,5)
(223794,1,5)
(223795,0,5)
(223796,1,1)
(223797,2,2)
(223798,11,2)
(223799,1,2)
(223800,1,1)
(223801,9,14)
(223802,27,8)
(223803,4,3)
(223804,2,2)
(223805,3,3)
(223806,3,10)
(223807,15,7)
(223808,17,27)
(223809,1,5)
(223810,3,6)
(223811,2,4)
(223812,2,31)
(223813,1,36)
(223814,4,1)
(223815,5,3)
(223816,1,1)
(223817,2,16)
(223818,27,23)
(223819,2,3)
(223820,1,1)
(223821,2,3)
(223822,4,18)
(223823,5,6)
(223824,3,2)
(223825,1,3)
(223826,8,17)
(223827,2,8)
(223828,3,6)
(223829,7,8)
(223830,3,2)
(223831,4,5)
(223832,2,14)
(223833,11,19)
(223834,1,6)
(223835,1,1)
(223836,10,11)
(223837,2,4)
(223838,3,7)
(223839,3,6)
(223840,3,4)
(223841,3,4)
(223842,0,15)
(223843,1,5)
(223844,1,5)
(223845,2,10)
(223846,6,7)
(223847,2,5)
(223848,1,1)
(223849,8,1)
(223850,2,2)
(223851,1,5)
(223852,2,5)
(223853,19,22)
(223854,23,10)
(223855,3,4)
(223856,2,2)
(223857,2,5)
(223858,1,10)
(223859,2,13)
(223860,2,4)
(223861,5,8)
(223862,2,2)
(223863,3,5)
(223864,1,1)
(223865,4,4)
(223866,1,2)
(223867,3,3)
(223868,35,36)
(223869,2,3)
(223870,3,5)
(223871,4,13)
(223872,2,6)
(223873,4,6)
(223874,2,1)
(223875,1,19)
(223876,0,6)
(223877,3,5)
(223878,2,5)
(223879,2,4)
(223880,3,3)
(223881,2,6)
(223882,6,5)
(223883,11,14)
(223884,3,2)
(223885,3,3)
(223886,4,7)
(223887,1,3)
(223888,4,3)
(223889,2,3)
(223890,1,3)
(223891,5,6)
(223892,0,71)
(223893,1,55)
(223894,2,2)
(223895,2,3)
(223896,1,6)
(223897,4,6)
(223898,1,8)
(223899,22,10)
(223900,1,2)
(223901,6,2)
(223902,325,12)
(223903,2,10)
(223904,2,4)
(223905,1,12)
(223906,2,8)
(223907,4,22)
(223908,1,36)
(223909,1,18)
(223910,0,2)
(223911,3,6)
(223912,2,3)
(223913,2,3)
(223914,1,14)
(223915,4,6)
(223916,2,1)
(223917,1,2)
(223918,5,3)
(223919,2,4)
(223920,2,2)
(223921,2,4)
(223922,2,3)
(223923,6,36)
(223924,18,18)
(223925,6,23)
(223926,18,14)
(223927,1,6)
(223928,1,3)
(223929,2,2)
(223930,1,1)
(223931,2,5)
(223932,2,3)
(223933,2,4)
(223934,2,4)
(223935,0,6)
(223936,3,2)
(223937,5,3)
(223938,23,20)
(223939,3,2)
(223940,0,1)
(223941,7,7)
(223942,1,2)
(223943,1,0)
(223944,2,5)
(223945,2,10)
(223946,0,1)
(223947,16,15)
(223948,2,13)
(223949,3,2)
(223950,5,26)
(223951,1,10)
(223952,3,7)
(223953,1,19)
(223954,2,2)
(223955,3,3)
(223956,1,4)
(223957,1,19)
(223958,6,2)
(223959,0,2)
(223960,6,3)
(223961,1,6)
(223962,1,2)
(223963,3,5)
(223964,3,6)
(223965,5,6)
(223966,5,17)
(223967,1,6)
(223968,13,15)
(223969,6,11)
(223970,0,7)
(223971,2,5)
(223972,6,7)
(223973,1,1)
(223974,0,6)
(223975,4,3)
(223976,2,5)
(223977,2,5)
(223978,0,7)
(223979,6,6)
(223980,2,1)
(223981,1,4)
(223982,2,2)
(223983,0,15)
(223984,2,5)
(223985,1,2)
(223986,4,6)
(223987,26,34)
(223988,27,18)
(223989,1,10)
(223990,25,35)
(223991,1,11)
(223992,6,2)
(223993,16,5)
(223994,5,8)
(223995,3,5)
(223996,1,1)
(223997,3,3)
(223998,0,2)
(223999,2,2)
(224000,1,2)
(224001,1,6)
(224002,0,3)
(224003,3,10)
(224004,0,1)
(224005,2,2)
(224006,2,4)
(224007,1,2)
(224008,1,107)
(224009,1,5)
(224010,3,3)
(224011,1,4)
(224012,2,2)
(224013,1,60)
(224014,4,10)
(224015,5,23)
(224016,3,5)
(224017,1,8)
(224018,53,19)
(224019,2,5)
(224020,2,9)
(224021,2,10)
(224022,4,7)
(224023,0,4)
(224024,24,40)
(224025,2,5)
(224026,4,4)
(224027,4,5)
(224028,1,1)
(224029,110,1)
(224030,2,5)
(224031,1,5)
(224032,1,1)
(224033,3,6)
(224034,6,2)
(224035,4,4)
(224036,3,6)
(224037,1,4)
(224038,2,49)
(224039,0,8)
(224040,2,3)
(224041,0,1)
(224042,2,2)
(224043,0,16)
(224044,23,1)
(224045,6,2)
(224046,3,5)
(224047,3,3)
(224048,3,4)
(224049,5,2)
(224050,1,11)
(224051,3,4)
(224052,0,8)
(224053,1,2)
(224054,6,2)
(224055,0,8)
(224056,1,19)
(224057,5,5)
(224058,2,3)
(224059,10,15)
(224060,2,2)
(224061,1,2)
(224062,5,15)
(224063,3,3)
(224064,1,4)
(224065,7,5)
(224066,6,14)
(224067,2,10)
(224068,1,2)
(224069,2,5)
(224070,1,2)
(224071,3,2)
(224072,1,9)
(224073,1,2)
(224074,1,18)
(224075,0,2)
(224076,3,3)
(224077,2,4)
(224078,1,5)
(224079,2,10)
(224080,2,10)
(224081,2,2)
(224082,6,2)
(224083,3,8)
(224084,3,3)
(224085,1,8)
(224086,2,6)
(224087,3,6)
(224088,2,3)
(224089,4,8)
(224090,2,5)
(224091,24,33)
(224092,3,5)
(224093,4,3)
(224094,1,10)
(224095,1,92)
(224096,1,4)
(224097,3,6)
(224098,1,7)
(224099,2,2)
(224100,1,3)
(224101,1,18)
(224102,2,10)
(224103,20,6)
(224104,9,9)
(224105,2,36)
(224106,2,35)
(224107,0,1)
(224108,4,3)
(224109,1,2)
(224110,2,5)
(224111,15,10)
(224112,2,4)
(224113,8,9)
(224114,1,10)
(224115,0,7)
(224116,4,3)
(224117,5,10)
(224118,2,6)
(224119,2,3)
(224120,0,4)
(224121,2,4)
(224122,1,5)
(224123,2,5)
(224124,5,8)
(224125,6,10)
(224126,1,5)
(224127,20,19)
(224128,3,4)
(224129,4,12)
(224130,26,20)
(224131,3,6)
(224132,3,5)
(224133,0,2)
(224134,1,4)
(224135,1,1)
(224136,2,2)
(224137,2,1)
(224138,1,5)
(224139,0,7)
(224140,2,4)
(224141,7,3)
(224142,1,5)
(224143,50,28)
(224144,10,26)
(224145,1,6)
(224146,1,61)
(224147,4,4)
(224148,0,3)
(224149,6,21)
(224150,4,9)
(224151,5,6)
(224152,1,1)
(224153,0,7)
(224154,1,1)
(224155,2,9)
(224156,6,3)
(224157,5,7)
(224158,3,2)
(224159,2,7)
(224160,2,5)
(224161,2,4)
(224162,1,1)
(224163,3,5)
(224164,2,2)
(224165,2,1)
(224166,2,3)
(224167,3,5)
(224168,7,3)
(224169,1,9)
(224170,1,1)
(224171,3,6)
(224172,4,6)
(224173,14,34)
(224174,2,2)
(224175,8,17)
(224176,2,3)
(224177,1,5)
(224178,6,6)
(224179,4,4)
(224180,31,12)
(224181,1,1)
(224182,8,11)
(224183,2,3)
(224184,6,4)
(224185,4,10)
(224186,63,4)
(224187,2,6)
(224188,2,2)
(224189,1,2)
(224190,2,5)
(224191,2,16)
(224192,0,5)
(224193,1,53)
(224194,7,13)
(224195,6,11)
(224196,1,10)
(224197,5,11)
(224198,1,35)
(224199,1,9)
(224200,3,3)
(224201,6,2)
(224202,12,10)
(224203,4,5)
(224204,2,1)
(224205,5,6)
(224206,6,4)
(224207,3,2)
(224208,14,11)
(224209,2,2)
(224210,3,8)
(224211,2,6)
(224212,12,13)
(224213,2,5)
(224214,3,5)
(224215,3,20)
(224216,16,3)
(224217,0,1)
(224218,3,4)
(224219,6,2)
(224220,24,10)
(224221,5,7)
(224222,0,1)
(224223,1,7)
(224224,24,44)
(224225,2,35)
(224226,2,4)
(224227,2,3)
(224228,3,5)
(224229,2,3)
(224230,0,1)
(224231,2,51)
(224232,3,2)
(224233,4,6)
(224234,15,10)
(224235,4,4)
(224236,3,3)
(224237,2,3)
(224238,1,5)
(224239,4,4)
(224240,1,1)
(224241,5,3)
(224242,3,12)
(224243,1,5)
(224244,3,5)
(224245,2,2)
(224246,4,8)
(224247,3,6)
(224248,1,5)
(224249,1,1)
(224250,6,2)
(224251,2,9)
(224252,0,1)
(224253,1,2)
(224254,1,4)
(224255,0,5)
(224256,2,2)
(224257,15,34)
(224258,3,4)
(224259,15,15)
(224260,1,5)
(224261,1,11)
(224262,1,18)
(224263,2,5)
(224264,3,2)
(224265,2,4)
(224266,2,1)
(224267,2,4)
(224268,6,10)
(224269,4,6)
(224270,1,61)
(224271,3,5)
(224272,3,5)
(224273,2,6)
(224274,4,3)
(224275,5,6)
(224276,1,8)
(224277,3,2)
(224278,1,5)
(224279,0,1)
(224280,3,5)
(224281,1,8)
(224282,2,3)
(224283,4,8)
(224284,2,5)
